Problem Number,Problem,Rule # used,Rule Used,Rules used on before problems,Amount of Different Rules used
11,2/7-3/7,0,"[{'which': 0.0, 'where': ['num3', 'num1', 'num2'], 'how': ""('Subtract', ('value', '?arg0'), ('value', '?arg1'))"", 'when': []}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': []}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '3'}",4
12,2/7-3/7,4,"[""Don't know""]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': []}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']]}': '2', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'num2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']]}': '3', ""Don't know"": '4'}",5
13,6/3:5/3,0,"[{'how': ""('Multiply', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value op)=Add', '<=', '0.5']], 'where': ['num3', 'denom1', 'num2'], 'which': 0.0}]","{'{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=2\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'which\': 0.0}': '2', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '3', '{\'where\': [\'denom3\', \'denom1\', \'num2\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=2\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'which\': 0.0}': '4', ""Don't know"": '5'}",6
14,6/3:5/3,6,"[""Don't know""]","{'{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value denom2)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '3', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'>\', \'0.5\']]}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value denom2)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'<=\', \'0.5\'], [\'(value arg1)=1\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', ""Don't know"": '6'}",7
15,7/1+2/1,0,"[{'which': 0.0, 'where': ['num3', 'num1', 'num2'], 'how': ""('Add', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value denom2)=8', '<=', '0.5']]}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=8\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value denom2)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'>\', \'0.5\']]}': '3', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value denom2)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'<=\', \'0.5\'], [\'(value arg1)=1\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', ""Don't know"": '6'}",7
16,7/1+2/1,3,"[{'where': ['denom3', 'denom1', 'denom2'], 'how': ""('Divide', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value op)=Mult', '<=', '0.5'], ['(id num3)=num3', '>', '0.5'], ['(value op)=Add', '>', '0.5']], 'which': 0.0}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=8\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'where\': [\'denom3\', \'denom1\', \'denom2\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'>\', \'0.5\']], \'which\': 0.0}': '3', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', ""Don't know"": '6'}",7
17,1/5+1/5,0,"[{'which': 0.0, 'where': ['num3', 'num1', 'num2'], 'how': ""('Add', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value denom2)=8', '<=', '0.5']]}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=8\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'where\': [\'denom3\', \'denom1\', \'denom2\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'>\', \'0.5\']], \'which\': 0.0}': '3', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num3)=5\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', ""Don't know"": '6'}",7
18,1/5+1/5,7,"[""Don't know""]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=8\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'where\': [\'denom3\', \'denom1\', \'num2\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'>\', \'0.5\']], \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '3', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Add\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'num2\'], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', '{\'where\': [\'denom3\', \'denom1\', \'denom2\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'>\', \'0.5\']], \'which\': 0.0}': '6', ""Don't know"": '7'}",8
19,5/6-1/6,0,"[{'which': 0.0, 'where': ['num3', 'num1', 'num2'], 'how': ""('Subtract', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value denom1)=3', '<=', '0.5']]}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom1)=3\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'<=\', \'0.5\'], [\'(value arg0)=8\', \'>\', \'0.5\']]}': '2', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '3', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'>\', \'0.5\']], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'<=\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value arg0)=7\', \'<=\', \'0.5\'], [\'(value arg0)=8\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id sel)=num3\', \'<=\', \'0.5\'], [\'(value num1)=7\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '6', ""Don't know"": '7', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id num1)=num1\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '8'}",9
20,5/6-1/6,1,"[{'how': ""('Divide', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(id denom3)=denom3', '<=', '0.5'], ['(value num1)=2', '<=', '0.5'], ['(value arg0)=3', '<=', '0.5'], ['(value arg0)=5', '<=', '0.5'], ['(value arg1)=8', '<=', '0.5']], 'where': ['denom3', 'denom1', 'denom2'], 'which': 0.0}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom1)=3\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value num1)=2\', \'<=\', \'0.5\'], [\'(value arg0)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value num1)=2\', \'<=\', \'0.5\'], [\'(value arg0)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '3', ""Don't know"": '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id num1)=num1\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '5'}",6
21,8/3:1/3,8,"[{'where': ['num3', 'denom2', 'num1'], 'how': ""('Divide', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value denom3)=', '>', '0.5'], ['(value op)=Mult', '<=', '0.5'], ['(value denom1)=8', '<=', '0.5'], ['(value num2)=1', '>', '0.5'], ['(value denom1)=3', '>', '0.5']], 'which': 0.0}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom1)=3\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num1)=5\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'<=\', \'0.5\'], [\'(value num2)=4\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num1)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '2', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '3', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'when\': [[\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'>\', \'0.5\']], \'which\': 0.0}': '4', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom3)=\', \'<=\', \'0.5\'], [\'(value arg1)=3\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value op)=Add\', \'<=\', \'0.5\'], [\'(value num1)=5\', \'<=\', \'0.5\'], [\'(value denom2)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '5', ""Don't know"": '6', '{\'where\': [\'num3\', \'num1\', \'denom2\'], \'which\': 0.0, \'when\': [[\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(id denom2)=denom2\', \'<=\', \'0.5\']], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '7', '{\'where\': [\'num3\', \'denom2\', \'num1\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom3)=\', \'>\', \'0.5\'], [\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom1)=8\', \'<=\', \'0.5\'], [\'(value num2)=1\', \'>\', \'0.5\'], [\'(value denom1)=3\', \'>\', \'0.5\']], \'which\': 0.0}': '8'}",9
22,8/3:1/3,1,"[{'how': ""('Divide', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(id sel)=denom3', '>', '0.5'], ['(value num3)=-1', '<=', '0.5'], ['(value num3)=18', '<=', '0.5'], ['(value arg0)=5', '<=', '0.5'], ['(value arg1)=8', '<=', '0.5']], 'where': ['denom3', 'denom1', 'denom2'], 'which': 0.0}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom1)=3\', \'<=\', \'0.5\']]}': '0', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id sel)=denom3\', \'>\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value num3)=18\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '1', '{\'when\': [[\'(value op)=Add\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id sel)=denom3\', \'>\', \'0.5\'], [\'(value num3)=-1\', \'<=\', \'0.5\'], [\'(value num3)=18\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num2\'], \'which\': 0.0}': '3', ""Don't know"": '4', '{\'where\': [\'num3\', \'denom2\', \'num1\'], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(id sel)=denom3\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'<=\', \'0.5\'], [\'(value denom1)=8\', \'<=\', \'0.5\'], [\'(value arg0)=3\', \'>\', \'0.5\'], [\'(eq (value arg0) (value denom2))\', \'<=\', \'0.5\']], \'which\': 0.0}': '5'}",6
