Problem Number,Problem,Rule # used,Rule Used,Rules used on before problems,Amount of Different Rules used
11,4/2-4/2,2,"[{'when': [['(eq (value denom1) (value denom2))', '>', '0.5']], 'where': ['num3', 'num2', 'num1'], 'how': ""('Add', ('value', '?arg0'), ('value', '?arg1'))"", 'which': 0.0}]","{'{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id num1)=num1\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom2\', \'num1\'], \'which\': 0.0}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0, \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id num1)=num1\', \'>\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']]}': '1', '{\'when\': [[\'(eq (value denom1) (value denom2))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(id arg1)=num1\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom2\', \'num1\'], \'which\': 0.0}': '3', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'<=\', \'0.5\'], [\'(value arg0)=5\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0, \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '5', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '6'}",7
12,4/2-4/2,5,"[""Don't know""]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': []}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'<=\', \'0.5\'], [\'(id arg1)=num1\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value arg1)=8\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom2\', \'num1\'], \'which\': 0.0}': '2', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\']]}': '3', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', ""Don't know"": '5'}",6
13,9/2-5/2,0,"[{'which': 0.0, 'where': ['num3', 'num1', 'num2'], 'how': ""('Subtract', ('value', '?arg0'), ('value', '?arg1'))"", 'when': []}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': []}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'<=\', \'0.5\'], [\'(id arg1)=num1\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom2\', \'num1\'], \'when\': [[\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value num3)=25\', \'<=\', \'0.5\'], [\'(value denom1)=4\', \'>\', \'0.5\']], \'which\': 0.0}': '2', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\']]}': '3', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', ""Don't know"": '5'}",6
14,9/2-5/2,5,"[""Don't know""]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': []}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'<=\', \'0.5\'], [\'(id arg1)=num1\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom2\', \'num1\'], \'when\': [[\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value num3)=25\', \'<=\', \'0.5\'], [\'(value denom1)=4\', \'>\', \'0.5\']], \'which\': 0.0}': '2', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\']]}': '3', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', ""Don't know"": '5'}",6
15,5/6*5/4,4,"[{'which': 0.0, 'how': ""('Subtract', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value arg0)=5', '<=', '0.5']], 'where': ['num3', 'denom1', 'denom2']}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'when\': [[\'(value arg0)=5\', \'<=\', \'0.5\']], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'<=\', \'0.5\'], [\'(id arg1)=num1\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(id num2)=num2\', \'>\', \'0.5\'], [\'(value num2)=4\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num3\'], \'which\': 0.0}': '2', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\']]}': '3', '{\'which\': 0.0, \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=5\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'denom2\']}': '4', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '5', ""Don't know"": '6'}",7
16,5/6*5/4,5,"[{'how': ""('Multiply', ('value', '?arg0'), ('value', '?arg1'))"", 'when': [['(value op)=Div', '<=', '0.5'], ['(id denom3)=denom3', '<=', '0.5'], ['(value num2)=5', '>', '0.5']], 'where': ['denom3', 'denom2', 'denom1'], 'which': 0.0}]","{'{\'which\': 0.0, \'where\': [\'num3\', \'num1\', \'num2\'], \'when\': [[\'(value arg0)=5\', \'<=\', \'0.5\']], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom2)=denom2\', \'>\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'num3\', \'num2\'], \'which\': 0.0}': '1', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(id num2)=num2\', \'>\', \'0.5\'], [\'(value num2)=4\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num3\'], \'which\': 0.0}': '2', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '3', '{\'which\': 0.0, \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=5\', \'<=\', \'0.5\']], \'where\': [\'num3\', \'denom1\', \'denom2\']}': '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value num2)=5\', \'>\', \'0.5\']], \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'which\': 0.0}': '5', ""Don't know"": '6'}",7
17,4/7+5/7,2,"[{'when': [['(eq (value denom1) (value denom2))', '>', '0.5']], 'where': ['num3', 'num2', 'num1'], 'how': ""('Add', ('value', '?arg0'), ('value', '?arg1'))"", 'which': 0.0}]","{'{\'where\': [\'num3\', \'denom2\', \'num1\'], \'which\': 0.0, \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'>\', \'0.5\']], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'when\': [[\'(eq (value denom1) (value denom2))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value arg0)=6\', \'<=\', \'0.5\'], [\'(value arg1)=6\', \'<=\', \'0.5\'], [\'(id num2)=num2\', \'>\', \'0.5\'], [\'(value num2)=4\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num3\'], \'which\': 0.0}': '3', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'<=\', \'0.5\'], [\'(eq (value arg1) (value arg0))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '5', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '6', '{\'which\': 0.0, \'when\': [[\'(value op)=Sub\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '7', ""Don't know"": '8'}",9
18,4/7+5/7,10,"[""Don't know""]","{'{\'where\': [\'num3\', \'denom2\', \'num1\'], \'which\': 0.0, \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'>\', \'0.5\']], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'when\': [[\'(eq (value denom1) (value denom2))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom2\', \'num1\'], \'when\': [[\'(value denom2)=2\', \'<=\', \'0.5\'], [\'(id arg0)=denom2\', \'>\', \'0.5\'], [\'(value num3)=17\', \'>\', \'0.5\']], \'which\': 0.0}': '3', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'<=\', \'0.5\'], [\'(eq (value arg1) (value arg0))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '5', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '6', '{\'which\': 0.0, \'when\': [[\'(value op)=Sub\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '7', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=2\', \'>\', \'0.5\'], [\'(value num3)=25\', \'<=\', \'0.5\'], [\'(value num3)=0\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'num3\', \'num2\'], \'which\': 0.0}': '8', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=2\', \'>\', \'0.5\'], [\'(value num3)=25\', \'<=\', \'0.5\'], [\'(value num3)=0\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'num3\'], \'which\': 0.0}': '9', ""Don't know"": '10'}",11
19,4/4-3/4,7,"[{'which': 0.0, 'when': [['(value op)=Sub', '>', '0.5']], 'where': ['num3', 'num1', 'num2'], 'how': ""('Subtract', ('value', '?arg0'), ('value', '?arg1'))""}]","{'{\'where\': [\'num3\', \'denom2\', \'num1\'], \'which\': 0.0, \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'>\', \'0.5\']], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'when\': [[\'(eq (value denom1) (value denom2))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'when\': [[\'(value num1)=5\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'<=\', \'0.5\'], [\'(id num3)=num3\', \'>\', \'0.5\'], [\'(value denom1)=2\', \'<=\', \'0.5\']], \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '3', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'<=\', \'0.5\'], [\'(eq (value arg1) (value arg0))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '5', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '6', '{\'which\': 0.0, \'when\': [[\'(value op)=Sub\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '7', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'num3\'], \'when\': [[\'(value num1)=5\', \'<=\', \'0.5\'], [\'(value denom2)=2\', \'>\', \'0.5\'], [\'(value num1)=4\', \'<=\', \'0.5\']], \'which\': 0.0}': '8'}",9
20,4/4-3/4,10,"[""Don't know""]","{'{\'where\': [\'num3\', \'denom2\', \'num1\'], \'which\': 0.0, \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'>\', \'0.5\']], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '0', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'num3\', \'num2\'], \'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'>\', \'0.5\'], [\'(id denom3)=denom3\', \'<=\', \'0.5\'], [\'(value denom1)=6\', \'>\', \'0.5\']], \'which\': 0.0}': '1', '{\'when\': [[\'(eq (value denom1) (value denom2))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'how\': ""(\'Add\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'which\': 0.0}': '2', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom2\', \'num1\'], \'when\': [[\'(value denom2)=2\', \'<=\', \'0.5\'], [\'(id denom2)=denom2\', \'<=\', \'0.5\'], [\'(value arg1)=4\', \'<=\', \'0.5\']], \'which\': 0.0}': '3', '{\'when\': [[\'(value op)=Div\', \'>\', \'0.5\'], [\'(id denom1)=denom1\', \'<=\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'num2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '4', '{\'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'<=\', \'0.5\'], [\'(eq (value arg1) (value arg0))\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num2\', \'num1\'], \'which\': 0.0}': '5', '{\'when\': [[\'(value op)=Div\', \'<=\', \'0.5\'], [\'(value op)=Mult\', \'>\', \'0.5\'], [\'(eq (value num1) (value num2))\', \'>\', \'0.5\']], \'which\': 0.0, \'where\': [\'denom3\', \'denom2\', \'denom1\'], \'how\': ""(\'Multiply\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '6', '{\'which\': 0.0, \'when\': [[\'(value op)=Sub\', \'>\', \'0.5\']], \'where\': [\'num3\', \'num1\', \'num2\'], \'how\': ""(\'Subtract\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))""}': '7', '{\'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'when\': [[\'(value denom2)=2\', \'<=\', \'0.5\'], [\'(id denom2)=denom2\', \'<=\', \'0.5\'], [\'(value arg1)=4\', \'<=\', \'0.5\']], \'where\': [\'denom3\', \'denom1\', \'denom2\'], \'which\': 0.0}': '8', '{\'which\': 0.0, \'how\': ""(\'Divide\', (\'value\', \'?arg0\'), (\'value\', \'?arg1\'))"", \'where\': [\'denom3\', \'denom1\', \'num3\'], \'when\': [[\'(value denom2)=2\', \'>\', \'0.5\'], [\'(value num1)=5\', \'<=\', \'0.5\'], [\'(value num1)=4\', \'<=\', \'0.5\']]}': '9', ""Don't know"": '10'}",11
